stencil,orientation,invoice_number,cone_size,number_of_lines,misc_info,date_of_inventory,silkscreen,warehouse
WDW,HRZ,S22878,"28""",,TRANSFER FROM NJ,2017-08-16,,TX
WAPD,HRZ,S23511,"18""",2-LINE,,2017-10-18,,TX
WRIGHT TREE,HRZ,S23589-1,"28""",2-LINE,,2017-10-30,,TX
W/R,HRZ,S24248,"28""",,SLIM CONE,2018-01-05,,TX
WOODRUFF COUNTY,HRZ,S24704,"28""",2-LINE,,2018-02-15,,TX
WAREHOUSE,HRZ,S26150,"18""",,,2018-06-15,,TX
WATER QUALITY FLUSHING,HRZ,S26170,"18""",3-LINE,,2018-06-15,,TX
WHITE HOUSE PUBLIC WORKS,HRZ,100566,"28""",2-LINE,,2018-07-12,,TX
WOW,HRZ,102109,"28""",,TRANSFER FROM NJ,2018-08-22,,TX
WRD 5850,HRZ,103073,"28""",,,2018-09-18,,TX
WRD 9807,HRZ,103073,"28""",,,2018-09-18,,TX
WATER DEPT.,VER,105582,"28""",,,,,TX
WRMC,VER,110313,"28""",,,2019-04-17,,TX
WFD,HRZ,114846,"28""",,,2019-08-08,,TX
WATER AND SEWERAGE CORPORATION,HRZ,115453,"28""",,ORDERED AS SILKSCREEN,2019-08-22,,TX
"WACO ""W"" PUBLIC WORKS IF FOUND CALL 750-8690",HRZ,115659,"28""",4 LINE,ORDERED AS SILKSCREEN,2019-08-28,,TX
WMPD,HRZ,119757,"36""",,,2019-12-16,,TX
WRIGHT TREE SERVICE,HRZ,122956,"28""",3 LINE,TRANSFER FROM NJ ORDERED AS SILKSCREEN,2020-03-17,,TX
WILSON EMA,HRZ,124223,"28""",2 LINE,,2020-04-22,,TX
WET PAINT,HRZ,,"28""",2 LINE,ORDERED AS SILKSCREEN,2020-04-09,,TX
WAIT HERE,HRZ,125557,"18""",2 LINE,,2020-05-28,,TX
W/S,HRZ,125880,"28"" SLIM",,,2020-06-05,,TX
WRIGHT,HRZ,126901,"36""",,ORDERED AS SILKSCREEN,2020-07-01,,TX
WATER,HRZ,129212,"28""",,,2020-08-27,,TX
WDW,VER,130822,"36""",,ORDERED AS SILKSCREEN,2020-10-09,,TX
WAHOO UTILITIES,HRZ,130941,"28""",2 LINE,,2020-10-13,,TX
WCC,HRZ,134982,"18""",,"2.375"" LETTERS",2021-02-12,,TX
WEST PALM BEACH POLICE MOTORS,HRZ,146396,"18""",5 LINE,,2022-01-10,,TX
"WACO ""W"" STAR LOGO CITY OF WACO TRAFFIC DEPT 254.750.8403",,144121,"28""",,,2021-10-13,,TX
WHC logo Wayne Holden Company,HRZ,145125,"28""",,,2021-11-19,,TX
"WACO ""W"" STAR LOGO PARKS & REC TREES (254)750-8034",,140090,"28""",,,2021-06-11,,TX
WACO STAR LOGO TRAFFIC IF FOUND PLEASE CALL 750-8403,,136871,"28""",,,2021-03-31,,TX
WACO STAR LOGO STREETS IF FOUND PLEASE CALL 750-8403,,136869,"28""",,,2021-03-31,,TX
WILDCAT CONTRACTORS LOGO,,137257,"28""",,,2021-04-05,,TX
WACO STAR LOGO W PUBLIC WORKS IF FOUND CALL 750-8403,,129922,"28""",,,2020-09-17,,TX
W PARKS & RECREATION IF FOUND CALL 750 8690,HRZ,,,,,,,TX
W PARKS & RECREATION IF FOUND CALL 750 8080,HRZ,,,,,,,TX
W UTILITIES IF FOUND CALL 750-8019,HRZ,,,,,,,TX
W UTILITIES IF FOUND CALL 750-8690,HRZ,,,,,,,TX
WEST STAR SPECIAL EVENTS CALL 254-750-6634,HRZ,S8476,,,,,,TX
WST ELECTRIC,HRZ,S8483,"28""",,Reordered to new frame 3/23/23 SO# 157736 & 157739,,,TX
WST ELECTRIC,HRZ,S8483,"18""",,Reordered to new frame 3/23/23 SO# 157736,,,TX
CITY OF WACO LOGO STREETS 254-750-8690,HRZ,S13924,,,,2013-09-19,,TX
WACO STAR UTILITIES LOGO,HRZ,S19922,"28""",,ORDERED AS SILKSCREEN,2016-08-01,,TX
WALK AROUND 360,,106486,"18""",,ORDERED AS SILKSCREEN,2019-01-07,,TX
WINNER AVIATION,HRZ,147658,"12""",2 LINE,,2022-02-25,,TX
WHEELER,HRZ,S13828,,,ORDERED AS SILKSCREEN,2013-09-06,,TX
WST ELECTRIC LOGO,,126215,"18"" & 28""",,1 SCREEN TO FIT BOTH,2020-06-12,,TX
WACO 8019 LAYOUT,HRZ,TS25377,"28""",,ORDERED AS SILKSCREEN,2018-04-16,,TX
WACO STAR LOGO IF FOUND CALL 254-750-5818,HRZ,1400450,"28""",,,2002-05-28,,TX
WACO STAR LOGO PARKS IF FOUND CALL 254-750-5818,HRZ,149450,"28""",,,2022-06-21,,TX
WAVE,HRZ,152435,"28""",,Transfer from Nj warehouse,2022-08-25,,TX
WHEELER COUNTY PCT #3,HRZ,153977,"18""",,,2022-10-20,,TX
WACO STAR LOGO TRAFFIC DEPT IF FOUND CALL 254-750-6608,HRZ,154240,"36""",,,2022-11-10,,TX
WESTIN ICC,HRZ,154562,"28""",,,2022-11-10,,TX
WALSH INFRASTUCTURE MANAGEMENT,HRZ,154963,"36""",,ORDERED AS SILKSCREEN,2022-11-30,,TX
WISNER FIRE,HRZ,156592,"18""",,,2023-02-10,,TX
WRIGHT,HRZ,157954,"36""",,Ordered as a silk screen 1 each in Nj and Tx,2023-03-29,,TX
WOOM,HRZ,159499,"18""",,,2023-05-12,,TX
WACO STAR LOGO STREETS IF FOUND CALL 254-750-8690,HRZ,161932,"28""",,,2023-07-27,,TX
WACO STAR LOGO CITY OF WACO PARKS & REC TREES 254-750-8034,HRZ,162611,"28""",5 LINE,ORDERED AS SILKSCREEN,2023-08-23,,TX
WALLER CO R&B,HRZ,163462,"36""",2 LINE,,2013-09-13,,TX
WCEM,HRZ,163939,"18""",,,2023-09-13,,TX
WATER DIVISION,HRZ,164527,"28""",2 LINE,,2023-10-17,,TX
WALDINGER,VER,164699,A-TOP,,,2023-10-25,,TX
WEATHERPROOFING SERVICES logo,VER,167690,"36""",,ORDERED AS SILKSCREEN,2024-02-19,,TX
WEATHERPROOFING SERVICES logo,VER,167690,"28""",,ORDERED AS SILKSCREEN,2024-02-19,,TX
WWW,VER,167720,"28""",,,2024-02-19,,TX
WUD,HRZ,169004,"28""",,ORDERED AS SILKSCREEN,2024-03-27,,TX
WACO STAR LOGO CITY OF WACO STREETS 254-750-8690,HRZ,170148,"28""",,ORDERED AS SILKSCREEN,2024-04-30,,TX
WPD MOTOR UNIT,HRZ,172923,"18""",3 LINE,OES font,2024-07-25,,TX
WSMR HUNTS,HRZ,176244,"28"" RED CONE",2 LINE,OES font,2024-11-01,,TX
WATER DISTRICT 10 (512) 327-2230,HRZ,177507,"36""",2 LINE,OES font,2024-12-18,,TX
WILSON ELECTRIC,VER,180641,A-TOP,,OES font TRANSFERD FROM CA WAREHOUSE,2025-04-02,,TX
WAYNE'S PEST CONTROL logo,HRZ,400447,"18""",,,2025-08-13,,TX
YUKON,VER,,,,,2013-04-19,,TX
YAZOO VALLEY EPA,HRZ,,"28""",,,2015-11-12,,TX
ZAVALA SNERIFFS OFFICE,VER,S9270,,,,2010-06-24,,TX
ZYLSTRA,HRZ,S11180,,,,2011-11-30,,TX
ZAVALA COUNTY SERRIFF'S OFFICE,HRZ,S16538,"28""",,,2015-01-27,,TX
ZOOM,HRZ,S20503,"28""",,,2016-11-30,,TX
603,HRZ,S10682,,,,,,TX
102-0517,VER,S10682,,,,,,TX
219-924-8577,HRZ,S10682,,,,2011-07-15,,TX
217-382-4911,HRZ,S10682,,,,2011-07-15,,TX
217-352-1533,HRZ,S10682,,,,2011-07-15,,TX
618-592-3611,HRZ,S10682,,,,2011-07-15,,TX
618-432-7223,HRZ,S10682,,,,2011-07-15,,TX
317-291-9460,HRZ,S10682,,,,2011-07-15,,TX
740-522-8448,HRZ,S10682,,,,2011-07-15,,TX
330-866-5525,HRZ,S10682,,,,2011-07-15,,TX
419-228-4406,HRZ,S10682,,,,2011-07-15,,TX
734-856-6800,HRZ,S10682,,,,2011-07-15,,TX
270-926-5560,HRZ,S10682,,,,2011-07-15,,TX
985-535-6127,HRZ,S10682,,,,2011-07-15,,TX
307-347-9241,HRZ,S10682,,,,2011-07-15,,TX
618-254-1112,HRZ,S10682,,,,2011-07-15,,TX
713-472-3625,HRZ,S10682,,,,2011-07-15,,TX
907-283-6144,HRZ,S10682,,,,2011-07-15,,TX
180,VER,S17751,,,,2015-08-14,,TX
802 SFS,HRZ,S18012,"28""",2-LINE,,2015-09-29,,TX
802 SFS,HRZ,S18886,"28""",2-LINE,,2016-03-09,,TX
45 SFS,HRZ,S26271,"36""",,,2018-06-28,,TX
2617 SACDOT,HRZ,131833,"28"" SLIM",2 LINE,TRANSFER FROM CA,2020-11-12,,TX
2619 SACDOT,HRZ,131833,"28"" SLIM",2 LINE,TRANSFER FROM CA,2020-11-12,,TX
400,HRZ,141964,"28"" SLIM",,ORDERED AS SILKSCREEN,2021-08-09,,TX
26.2 W ARROW,HRZ,146620,"18""",2 LINE,,2022-01-18,,TX
479-575-8386,HRZ,,,,ORDERED AS SILKSCREEN,,,TX
92240-22,HRZ,149710,"28"" SLIM",,,2022-04-16,,TX
94100-14,HRZ,149710,"28"" SLIM",,,2022-04-16,,TX
92330-18,HRZ,149710,"28"" SLIM",,,2022-04-16,,TX
92320-24,HRZ,149710,"28"" SLIM",,,2022-04-16,,TX
95100-10,HRZ,149710,"28"" SLIM",,,2022-04-16,,TX
95100-11,HRZ,153155,"28"" SLIM",,,2022-09-16,,TX
360 parking,HRZ,164863,"28""",,ORDERED AS SILKSCREEN,2023-10-29,,TX
313,HRZ,169393,"36""",,,2024-04-09,,TX
"7 BREW COFFEE "" cup with straw",HRZ,169488,"28""",,ORDERED AS SILKSCREEN in all 3 warehouses,2024-04-10,,TX
323 STREETS,HRZ,173045,"28""",,,2024-07-31,,TX
20 MPH,HRZ,174308,"36""",2 LINE,OES FONT,2024-09-06,,TX
1 thru 5 ( to go with MODELL silk screen),HRZ,175545,"28""",,OES FONT,2024-10-10,,TX
325 MXG,HRZ,177171,"36""",,,2024-12-05,,TX
325 MXG,HRZ,177171,"12""",,,2024-12-05,,TX
360 WALKAROUND,HRZ,177598,"28""",,ORDERED AS SILKSCREEN,2025-01-05,,TX
1 thru 52,HRZ,,"18""",,OES FONT,2025-05-14,,TX
